58603,Scotsman B322S Ice Storage Bin 370 lb. Stainless Steel Exterior,720B322S,,,,
59191,Backyard Pro BPF80 70 - 80 lb. Double Tank Portable Outdoor Fryer - 180 000 BTU,554BPF80,,,,554BPF80
59189,Backyard Pro BPF40 35 - 40 lb. Single Tank Portable Outdoor Fryer - 90 000 BTU,554BPF40,,,,
58937,Cooking Performance Group S60-G24-N Natural Gas 6 Burner 60 Range with 24,351S60G24N,,,,
58877,Cooking Performance Group FEC-100-C Single Deck Standard Depth Full Size Electric Convection Oven - 208V 3 Phase 11.5 kW,351FEC100C,,,,
